#-----------------------------------------------------------------------------
# Date d'extraction : 09/09/2024 - 13h01 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : FEU_METEO2022
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORNSV23 : Sécheresse Feu Météo modérée (jour)
#     NORNSV24 : Sécheresse Feu Météo élevée (jour)
#     NORNSV25 : Sécheresse Feu Météo très élevée (jour)
#     NORIFM20 : Indicateur feux de forêt nbj sup à 20 (jour)
#     NORIFM40 : Indicateur feux de forêt nbj sup à 40 (jour)
#     NORIFM60 : Indicateur feux de forêt nbj sup à 60 (jour)
#     NORIFMxAV : IFMx moyen
#     NORIFMxq80 : Q80 IFMx
#     NORIEPx4 : Danger Feu Météo végétation morte Elevé (jour)
#     NORIEPx5 : Danger Feu Météo végétation morte Très Elevé (jour)
#     NORIFMx50 : Danger Feu Météo végétation vivante Elevé (jour)
#     NORIFMx80 : Danger Feu Météo végétation vivante Très Elevé (jour)
#     NORIS400 : Sécheresse profonde Feu Météo modérée (jour)
#     NORIS700 : Sécheresse profonde Feu Météo élevée (jour)
#     NORIS1000 : Sécheresse profonde Feu Météo très élevée (jour)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORNSV23;NORNSV24;NORNSV25;NORIFM20;NORIFM40;NORIFM60;NORIFMxAV;NORIFMxq80;NORIEPx4;NORIEPx5;NORIFMx50;NORIFMx80;NORIS400;NORIS700;NORIS1000;
#-----------------------------------------------------------------------------
16389;49.7385;4.4983;RCP8.5;H1;9;1;0;11;2;0;3.4;5.42;26;4;1;0;14;0;0;
16390;49.7364;4.6091;RCP8.5;H1;9;1;0;12;1;0;3.43;5.5;26;4;1;0;15;0;0;
16391;49.7343;4.7199;RCP8.5;H1;9;1;0;12;1;0;3.64;5.91;28;5;1;0;17;0;0;
16392;49.7321;4.8306;RCP8.5;H1;10;1;0;13;2;0;3.92;6.48;31;6;1;0;19;1;0;
16393;49.7297;4.9414;RCP8.5;H1;11;1;0;15;2;0;3.14;4.74;23;4;1;0;14;1;0;
16394;49.7273;5.0522;RCP8.5;H1;8;1;0;11;1;0;2.91;4.25;21;3;1;0;13;1;0;
16530;49.814;4.2794;RCP8.5;H1;8;1;0;13;2;0;3.39;5.31;26;4;1;0;12;0;0;
16531;49.8122;4.3904;RCP8.5;H1;8;1;0;11;2;0;3.33;5.27;25;4;1;0;12;0;0;
16532;49.8103;4.5013;RCP8.5;H1;8;0;0;11;1;0;3.46;5.54;26;4;1;0;14;0;0;
16533;49.8082;4.6123;RCP8.5;H1;10;1;0;12;1;0;3.18;4.88;24;4;1;0;14;0;0;
16534;49.8061;4.7232;RCP8.5;H1;9;1;0;11;1;0;3.14;4.83;24;4;1;0;14;0;0;
16535;49.8039;4.8342;RCP8.5;H1;9;1;0;11;1;0;3;4.49;23;4;1;0;13;0;0;
16673;49.8858;4.2821;RCP8.5;H1;8;1;0;13;2;0;2.93;4.38;22;3;0;0;10;0;0;
16674;49.884;4.3933;RCP8.5;H1;6;0;0;9;1;0;2.82;4.2;21;3;0;0;10;0;0;
16675;49.8821;4.5044;RCP8.5;H1;6;0;0;9;1;0;2.73;4.04;20;3;0;0;9;0;0;
16676;49.88;4.6155;RCP8.5;H1;6;0;0;8;1;0;2.8;4.2;21;3;0;0;10;0;0;
16677;49.8779;4.7266;RCP8.5;H1;7;0;0;8;1;0;2.9;4.46;22;3;0;0;11;0;0;
16678;49.8757;4.8377;RCP8.5;H1;7;0;0;9;1;0;2.83;4.26;21;3;0;0;11;0;0;
16816;49.9576;4.2849;RCP8.5;H1;7;0;0;11;1;0;2.67;3.95;20;3;0;0;8;0;0;
16819;49.9518;4.6187;RCP8.5;H1;6;0;0;8;1;0;2.84;4.29;21;3;0;0;11;0;0;
16820;49.9497;4.73;RCP8.5;H1;7;0;0;8;1;0;2.61;3.83;19;2;0;0;8;0;0;
16821;49.9475;4.8412;RCP8.5;H1;5;0;0;7;1;0;2.54;3.65;18;2;0;0;7;0;0;
16963;50.0215;4.7334;RCP8.5;H1;4;0;0;7;1;0;2.71;4.12;20;3;0;0;9;0;0;
17106;50.0933;4.7368;RCP8.5;H1;6;0;0;8;1;0;2.87;4.43;22;3;0;0;11;0;0;
12125;47.4999;7.171;RCP8.5;H2;8;1;0;10;1;0;3.49;6.03;30;3;0;0;21;2;0;
12126;47.4954;7.2769;RCP8.5;H2;12;3;0;10;1;0;3;4.98;28;3;0;0;13;1;0;
12127;47.4908;7.3829;RCP8.5;H2;8;2;0;8;1;0;3.4;5.85;29;3;0;0;20;3;0;
12128;47.4862;7.4888;RCP8.5;H2;11;3;0;10;1;0;3.3;5.9;29;3;0;0;20;2;0;
12250;47.6357;5.2647;RCP8.5;H2;17;2;0;20;3;0;4.52;8.12;40;8;1;0;36;2;0;
12251;47.6329;5.3711;RCP8.5;H2;19;3;0;20;3;0;4.74;8.69;47;10;1;0;31;1;0;
12268;47.5717;7.1775;RCP8.5;H2;11;2;0;12;1;0;3.73;6.61;34;4;0;0;25;2;0;
12269;47.5672;7.2836;RCP8.5;H2;14;3;0;12;1;0;3.69;6.52;33;3;0;0;24;3;0;
12270;47.5626;7.3897;RCP8.5;H2;13;3;0;12;1;0;3.55;6.2;31;3;0;0;22;3;0;
12271;47.558;7.4958;RCP8.5;H2;12;3;0;11;1;0;3.89;6.81;37;4;0;0;25;3;0;
12391;47.7127;5.0556;RCP8.5;H2;14;2;0;17;2;0;4.25;7.51;36;7;1;0;26;1;0;
12392;47.7102;5.1622;RCP8.5;H2;14;2;0;17;2;0;4.3;7.63;37;7;1;0;26;2;0;
12393;47.7076;5.2687;RCP8.5;H2;15;2;0;18;2;0;4.76;8.45;41;10;1;0;39;2;0;
12394;47.7048;5.3752;RCP8.5;H2;19;3;0;21;3;0;4.92;8.78;43;10;1;0;42;2;0;
12395;47.702;5.4817;RCP8.5;H2;20;3;0;22;3;0;4.54;8.25;40;8;1;0;33;2;0;
12396;47.6991;5.5882;RCP8.5;H2;19;2;0;19;2;0;4.48;8.05;40;8;1;0;29;2;0;
12410;47.6479;7.0778;RCP8.5;H2;11;2;0;13;1;0;4.28;7.66;40;5;1;0;33;2;0;
12411;47.6435;7.184;RCP8.5;H2;15;3;0;16;2;0;4.39;7.83;42;6;1;0;36;2;0;
12412;47.639;7.2903;RCP8.5;H2;18;4;0;17;2;0;4.14;7.27;38;5;1;0;29;3;0;
12413;47.6344;7.3966;RCP8.5;H2;16;4;0;15;1;0;4.13;7.23;38;5;1;0;29;3;0;
12414;47.6298;7.5028;RCP8.5;H2;16;4;0;15;1;0;4.3;7.71;41;5;1;0;32;3;0;
12533;47.7871;4.9526;RCP8.5;H2;18;2;0;20;3;0;4.65;8.51;43;8;1;0;33;1;0;
12534;47.7846;5.0593;RCP8.5;H2;17;2;0;19;2;0;4.35;7.88;38;7;1;0;27;1;0;
12535;47.7821;5.166;RCP8.5;H2;14;2;0;17;2;0;4.2;7.51;36;7;1;0;24;1;0;
12536;47.7795;5.2727;RCP8.5;H2;14;2;0;16;2;0;4.52;7.97;39;8;1;0;31;2;0;
12537;47.7767;5.3793;RCP8.5;H2;18;2;0;19;3;0;4.63;8.17;39;9;1;0;36;2;0;
12538;47.7739;5.486;RCP8.5;H2;18;2;0;20;3;0;4.75;8.46;41;9;1;0;38;2;0;
12539;47.771;5.5926;RCP8.5;H2;19;2;0;20;3;0;4.41;7.9;38;8;1;0;29;2;0;
12540;47.7679;5.6993;RCP8.5;H2;17;2;0;18;3;0;4.23;7.57;39;8;1;0;22;1;0;
12553;47.7197;7.0842;RCP8.5;H2;11;3;0;12;1;0;4.4;7.9;41;6;1;0;38;3;0;
12554;47.7153;7.1906;RCP8.5;H2;19;4;0;17;2;0;4.69;8.53;44;7;1;0;44;3;0;
12555;47.7108;7.297;RCP8.5;H2;22;4;0;19;2;0;5.43;9.98;52;9;1;0;47;4;0;
12556;47.7062;7.4034;RCP8.5;H2;26;4;0;25;3;0;5.47;10.08;51;9;1;0;49;4;0;
12557;47.7016;7.5098;RCP8.5;H2;26;5;0;25;3;0;5.31;9.74;51;8;1;0;42;4;0;
12677;47.8566;5.063;RCP8.5;H2;13;2;0;16;2;0;4.46;7.99;40;8;1;0;29;1;0;
12678;47.854;5.1699;RCP8.5;H2;16;2;0;18;3;0;4.32;7.74;38;7;1;0;26;1;0;
12679;47.8514;5.2767;RCP8.5;H2;15;2;0;17;2;0;4.44;7.83;38;8;1;0;30;2;0;
12680;47.8486;5.3835;RCP8.5;H2;17;2;0;19;3;0;4.55;8.03;39;8;1;0;35;2;0;
12681;47.8458;5.4903;RCP8.5;H2;17;2;0;20;3;0;4.7;8.36;40;9;1;0;37;2;0;
12682;47.8429;5.5971;RCP8.5;H2;18;2;0;20;3;0;4.55;8.23;40;8;1;0;33;2;0;
12683;47.8398;5.7038;RCP8.5;H2;19;2;0;19;3;0;4.53;8.19;40;8;1;0;33;2;0;
12694;47.8;6.8775;RCP8.5;H2;3;0;0;4;0;0;2.12;3.08;19;2;0;0;3;0;0;
12695;47.7958;6.9841;RCP8.5;H2;3;0;0;4;0;0;2.98;4.84;28;4;0;0;11;1;0;
12696;47.7915;7.0906;RCP8.5;H2;8;2;0;8;1;0;3.97;6.95;35;5;1;0;30;2;0;
12697;47.7871;7.1972;RCP8.5;H2;15;3;0;14;1;0;5.86;10.85;55;10;1;0;56;4;0;
12698;47.7826;7.3038;RCP8.5;H2;31;5;1;29;3;0;5.71;10.51;54;10;1;0;52;3;0;
12699;47.778;7.4103;RCP8.5;H2;28;4;0;28;3;0;5.32;9.81;50;8;1;0;72;4;0;
12700;47.7734;7.5168;RCP8.5;H2;31;4;0;22;2;0;5.36;9.87;50;8;1;0;73;4;0;
12810;47.9485;3.9965;RCP8.5;H2;40;6;1;29;4;0;5.31;9.13;46;10;2;0;52;3;0;
12811;47.947;4.1035;RCP8.5;H2;25;4;0;25;4;1;4.95;8.45;45;10;2;0;37;2;0;
12819;47.9309;4.9597;RCP8.5;H2;16;2;0;19;3;0;4.4;7.76;40;9;1;0;31;1;0;
12820;47.9285;5.0667;RCP8.5;H2;14;2;0;18;3;0;4.18;7.21;37;8;1;0;28;1;0;
12821;47.9259;5.1737;RCP8.5;H2;14;2;0;16;2;0;4.06;6.93;36;8;1;0;25;1;0;
12822;47.9233;5.2807;RCP8.5;H2;14;2;0;15;2;0;4.5;7.97;39;8;1;0;34;1;0;
12823;47.9205;5.3876;RCP8.5;H2;17;2;0;19;3;0;4.5;7.99;39;8;1;0;34;1;0;
12824;47.9177;5.4946;RCP8.5;H2;16;2;0;18;3;0;4.51;8.02;39;8;1;0;34;1;0;
12825;47.9147;5.6015;RCP8.5;H2;16;2;0;18;3;0;4.74;8.48;42;9;2;0;37;2;0;
12826;47.9117;5.7084;RCP8.5;H2;17;2;0;20;3;0;4.33;7.71;37;8;1;0;30;2;0;
12827;47.9086;5.8153;RCP8.5;H2;15;2;0;17;3;0;4.63;8.35;41;9;1;0;34;2;0;
12836;47.876;6.7769;RCP8.5;H2;6;1;0;6;1;0;2.46;3.87;25;2;0;0;7;0;0;
12837;47.8719;6.8836;RCP8.5;H2;6;0;0;5;1;0;2.45;3.9;22;2;0;0;9;0;0;
12838;47.8677;6.9904;RCP8.5;H2;6;0;0;6;0;0;3.01;5.15;29;3;0;0;12;1;0;
12839;47.8633;7.0971;RCP8.5;H2;8;2;0;8;1;0;2.81;4.38;25;4;0;0;9;0;0;
12840;47.8589;7.2038;RCP8.5;H2;6;1;0;8;1;0;5.05;9.44;44;7;1;0;65;6;0;
12841;47.8544;7.3105;RCP8.5;H2;30;5;0;20;2;0;5.86;10.5;52;10;1;0;88;6;0;
12842;47.8498;7.4172;RCP8.5;H2;38;5;0;28;3;0;5.51;9.94;51;10;1;0;72;3;0;
12843;47.8451;7.5238;RCP8.5;H2;31;4;0;25;2;0;5.53;9.98;51;10;1;0;72;3;0;
12952;48.0219;3.8915;RCP8.5;H2;43;7;1;31;5;0;5.8;10.17;49;12;2;0;65;4;0;
12953;48.0205;3.9987;RCP8.5;H2;33;5;1;29;5;1;5.66;9.87;47;12;2;0;61;3;0;
12954;48.0189;4.106;RCP8.5;H2;31;5;1;28;5;1;5.34;9.36;45;10;2;0;49;3;0;
12955;48.0172;4.2132;RCP8.5;H2;24;4;1;25;4;1;5;8.69;46;10;2;0;39;2;0;
12956;48.0155;4.3203;RCP8.5;H2;19;3;0;23;3;0;5.01;8.7;46;10;2;0;40;2;0;
12957;48.0136;4.4275;RCP8.5;H2;20;3;0;23;3;0;5.08;8.97;46;10;1;0;45;2;0;
12958;48.0116;4.5347;RCP8.5;H2;20;3;0;23;3;0;4.91;8.71;44;10;1;0;39;2;0;
12960;48.0074;4.749;RCP8.5;H2;21;4;0;25;4;0;4.66;8.09;42;10;1;0;32;1;0;
12961;48.0052;4.8562;RCP8.5;H2;16;3;0;20;3;0;4.63;8.02;42;10;1;0;31;1;0;
12962;48.0028;4.9633;RCP8.5;H2;16;3;0;19;3;0;4.6;8.04;42;10;1;0;33;1;0;
12963;48.0004;5.0705;RCP8.5;H2;16;2;0;19;3;0;4.29;7.31;38;9;1;0;29;1;0;
12964;47.9978;5.1776;RCP8.5;H2;15;2;0;17;3;0;4.21;7.15;38;8;1;0;27;1;0;
12965;47.9952;5.2847;RCP8.5;H2;14;2;0;17;3;0;4.49;7.91;39;8;1;0;34;1;0;
12966;47.9924;5.3918;RCP8.5;H2;16;2;0;19;3;0;4.4;7.8;38;8;1;0;32;1;0;
12967;47.9896;5.4989;RCP8.5;H2;15;2;0;18;3;0;4.51;8.04;39;8;1;0;35;1;0;
12968;47.9866;5.606;RCP8.5;H2;16;2;0;18;3;0;4.52;8.02;39;9;1;0;33;2;0;
12969;47.9836;5.713;RCP8.5;H2;15;2;0;18;3;0;4.32;7.63;38;8;1;0;28;2;0;
12970;47.9804;5.8201;RCP8.5;H2;15;2;0;17;2;0;4.84;8.55;46;12;1;0;34;2;0;
12971;47.9772;5.9271;RCP8.5;H2;16;2;0;21;4;1;4.73;8.44;49;10;1;0;24;2;0;
12974;47.9669;6.2482;RCP8.5;H2;14;2;0;19;3;0;4.34;7.74;44;8;1;0;20;2;0;
12975;47.9633;6.3551;RCP8.5;H2;13;3;0;17;2;0;3.9;6.8;38;6;1;0;17;1;0;
12976;47.9596;6.4621;RCP8.5;H2;11;2;0;14;2;0;2.75;4.49;30;3;0;0;7;0;0;
12977;47.9557;6.5691;RCP8.5;H2;6;1;0;7;1;0;2.48;3.82;26;3;0;0;7;0;0;
12978;47.9518;6.676;RCP8.5;H2;6;0;0;6;1;0;2.46;3.77;26;3;0;0;7;0;0;
12979;47.9478;6.7829;RCP8.5;H2;6;0;0;6;1;0;2.31;3.48;22;2;0;0;7;0;0;
12980;47.9437;6.8898;RCP8.5;H2;5;0;0;5;0;0;2.15;3.18;18;2;0;0;7;0;0;
12981;47.9395;6.9967;RCP8.5;H2;5;0;0;4;0;0;2.17;3.25;19;2;0;0;8;0;0;
12982;47.9352;7.1036;RCP8.5;H2;6;0;0;4;0;0;2.38;3.4;19;3;0;0;8;0;0;
12983;47.9308;7.2104;RCP8.5;H2;5;1;0;6;1;0;4.8;8.94;41;6;1;0;60;6;0;
12984;47.9262;7.3173;RCP8.5;H2;28;5;0;18;2;0;5.92;10.62;52;10;1;0;90;7;0;
12985;47.9216;7.4241;RCP8.5;H2;39;5;0;28;3;0;5.58;10.1;51;10;1;0;74;4;0;
12986;47.9169;7.5309;RCP8.5;H2;32;4;0;25;3;0;5.58;10.1;51;10;1;0;74;4;0;
13095;48.0939;3.8937;RCP8.5;H2;26;4;1;26;4;1;5.57;9.71;46;12;2;0;59;3;0;
13096;48.0924;4.001;RCP8.5;H2;30;5;1;27;4;1;5.67;9.89;48;12;2;0;61;3;0;
13097;48.0908;4.1084;RCP8.5;H2;31;5;1;28;5;1;5.6;9.86;47;11;2;0;59;3;0;
13098;48.0891;4.2157;RCP8.5;H2;28;5;1;27;4;1;5.39;9.48;46;11;2;0;54;3;0;
13099;48.0874;4.3231;RCP8.5;H2;24;4;0;25;4;1;5.17;8.89;47;11;2;0;47;2;0;
13100;48.0855;4.4304;RCP8.5;H2;22;4;0;24;4;0;5.14;8.93;47;11;2;0;45;2;0;
13101;48.0835;4.5377;RCP8.5;H2;21;4;0;24;4;0;4.92;8.66;45;10;2;0;38;2;0;
13102;48.0815;4.645;RCP8.5;H2;19;3;0;21;3;0;4.68;8.14;43;9;1;0;32;2;0;
13103;48.0793;4.7523;RCP8.5;H2;17;3;0;20;3;0;4.69;8.13;43;10;1;0;31;2;0;
13104;48.0771;4.8596;RCP8.5;H2;16;3;0;20;3;0;4.72;8.19;43;10;1;0;32;2;0;
13105;48.0747;4.9669;RCP8.5;H2;16;3;0;20;3;0;4.73;8.15;43;11;1;0;35;2;0;
13106;48.0722;5.0742;RCP8.5;H2;17;3;0;20;3;0;4.51;7.8;41;10;1;0;32;1;0;
13107;48.0697;5.1815;RCP8.5;H2;16;2;0;18;3;0;4.38;7.5;39;9;1;0;30;1;0;
13108;48.067;5.2887;RCP8.5;H2;15;2;0;18;3;0;4.15;7.14;37;8;1;0;28;1;0;
13109;48.0643;5.396;RCP8.5;H2;14;2;0;16;2;0;4.44;7.88;38;8;1;0;33;1;0;
13110;48.0614;5.5032;RCP8.5;H2;16;2;0;18;3;0;4.56;8.11;40;8;1;0;35;1;0;
13111;48.0585;5.6104;RCP8.5;H2;17;2;0;18;3;0;4.64;8.29;40;9;2;0;35;1;0;
13112;48.0555;5.7176;RCP8.5;H2;17;2;0;19;3;1;4.46;7.74;41;10;1;0;30;1;0;
13113;48.0523;5.8248;RCP8.5;H2;14;2;0;18;3;0;4.62;8.09;42;11;1;0;32;1;0;
13114;48.0491;5.932;RCP8.5;H2;16;2;0;20;3;1;4.98;8.8;47;12;2;0;39;2;0;
13115;48.0457;6.0392;RCP8.5;H2;18;3;0;22;4;1;4.61;8.24;47;10;1;0;24;1;0;
13116;48.0423;6.1463;RCP8.5;H2;13;2;0;19;3;0;3.98;6.93;40;7;1;0;17;0;0;
13117;48.0388;6.2535;RCP8.5;H2;10;2;0;15;2;0;4.25;7.53;43;8;1;0;19;1;0;
13118;48.0351;6.3606;RCP8.5;H2;12;2;0;16;2;0;3.74;6.44;37;6;1;0;14;0;0;
13119;48.0314;6.4677;RCP8.5;H2;9;2;0;14;2;0;2.62;4.16;28;4;0;0;6;0;0;
13120;48.0276;6.5748;RCP8.5;H2;5;0;0;7;1;0;2.7;4.32;30;3;0;0;7;0;0;
13121;48.0237;6.6819;RCP8.5;H2;6;0;0;7;1;0;2.73;4.45;30;3;0;0;8;0;0;
13122;48.0196;6.789;RCP8.5;H2;7;0;0;7;1;0;2.17;3.18;20;2;0;0;6;0;0;
13123;48.0155;6.896;RCP8.5;H2;5;0;0;4;0;0;1.93;2.63;17;1;0;0;7;0;0;
13124;48.0113;7.0031;RCP8.5;H2;4;0;0;3;0;0;2;2.78;16;2;0;0;7;0;0;
13125;48.007;7.1101;RCP8.5;H2;5;0;0;3;0;0;2.71;4.16;23;3;0;0;10;0;0;
13126;48.0026;7.2171;RCP8.5;H2;7;1;0;7;1;0;3.36;5.68;31;4;0;0;13;1;0;
13127;47.998;7.3241;RCP8.5;H2;9;2;0;10;1;0;5.99;10.86;52;10;1;0;93;6;0;
13128;47.9934;7.431;RCP8.5;H2;40;6;0;28;3;0;5.69;10.2;52;11;1;0;71;4;0;
13129;47.9887;7.538;RCP8.5;H2;32;5;0;27;3;0;5.7;10.22;52;11;1;0;72;4;0;
13236;48.1684;3.6808;RCP8.5;H2;31;5;1;28;4;0;5.62;9.71;47;12;2;0;56;3;0;
13237;48.1672;3.7883;RCP8.5;H2;30;5;1;28;5;1;5.56;9.59;47;12;2;0;54;3;0;
13238;48.1658;3.8958;RCP8.5;H2;29;5;1;28;5;1;5.39;9.32;45;12;2;0;49;3;0;
13239;48.1643;4.0033;RCP8.5;H2;25;5;1;27;5;1;5.67;9.91;47;12;2;0;57;3;0;
13240;48.1627;4.1108;RCP8.5;H2;29;5;1;28;5;1;5.83;10.29;49;12;2;0;64;4;0;
13241;48.1611;4.2183;RCP8.5;H2;32;5;1;30;5;1;5.68;9.99;48;11;2;0;61;3;0;
13242;48.1593;4.3258;RCP8.5;H2;28;5;1;28;5;1;5.52;9.67;47;11;2;0;58;3;0;
13243;48.1574;4.4332;RCP8.5;H2;26;5;0;27;4;1;5.1;8.81;46;11;2;0;45;2;0;
13244;48.1555;4.5407;RCP8.5;H2;21;4;1;24;4;0;4.88;8.57;45;10;2;0;37;2;0;
13245;48.1534;4.6482;RCP8.5;H2;19;3;0;21;3;0;4.83;8.48;45;10;2;0;36;2;0;
13246;48.1512;4.7556;RCP8.5;H2;18;3;0;21;3;0;5.01;8.83;45;10;2;0;41;2;0;
13247;48.149;4.8631;RCP8.5;H2;21;4;0;22;3;0;4.75;8.17;43;11;1;0;35;2;0;
13248;48.1466;4.9705;RCP8.5;H2;17;3;0;20;3;0;4.57;7.78;42;10;1;0;30;2;0;
13249;48.1441;5.0779;RCP8.5;H2;16;2;0;19;3;0;4.62;7.93;42;10;1;0;34;1;0;
13250;48.1416;5.1853;RCP8.5;H2;16;2;0;19;3;0;4.49;7.66;41;10;1;0;31;1;0;
13251;48.1389;5.2927;RCP8.5;H2;16;2;0;19;3;0;3.8;6.26;34;7;1;0;22;1;0;
13252;48.1362;5.4001;RCP8.5;H2;13;2;0;14;2;0;3.82;6.49;33;7;1;0;23;1;0;
13253;48.1333;5.5075;RCP8.5;H2;13;2;0;14;2;0;4.49;7.97;39;8;1;0;32;1;0;
13254;48.1304;5.6149;RCP8.5;H2;15;2;0;18;3;0;4.7;8.37;40;9;2;0;35;1;0;
13255;48.1273;5.7222;RCP8.5;H2;18;3;0;19;3;1;4.59;8.05;42;10;1;0;29;0;0;
13256;48.1242;5.8296;RCP8.5;H2;15;2;0;19;3;1;4.47;7.78;41;10;1;0;27;0;0;
13257;48.1209;5.9369;RCP8.5;H2;15;2;0;18;3;0;4.54;7.78;42;10;2;0;30;0;0;
13258;48.1176;6.0442;RCP8.5;H2;17;2;0;19;3;0;4.73;8.27;45;11;2;0;33;2;0;
13259;48.1142;6.1515;RCP8.5;H2;16;3;0;20;3;0;4.35;7.67;45;8;1;0;21;1;0;
13260;48.1106;6.2588;RCP8.5;H2;12;2;0;17;2;0;4.18;7.4;42;8;1;0;18;1;0;
13261;48.107;6.3661;RCP8.5;H2;11;2;0;16;2;0;4.08;7.19;41;7;1;0;17;1;0;
13262;48.1032;6.4734;RCP8.5;H2;11;2;0;15;2;0;3.88;6.86;39;6;1;0;14;1;0;
13263;48.0994;6.5806;RCP8.5;H2;10;2;0;14;2;0;3.72;6.53;37;5;1;0;13;1;0;
13264;48.0955;6.6878;RCP8.5;H2;9;2;0;13;1;0;2.35;3.47;24;3;0;0;5;0;0;
13265;48.0915;6.7951;RCP8.5;H2;4;0;0;5;1;0;2.14;3;21;2;0;0;5;0;0;
13266;48.0873;6.9023;RCP8.5;H2;4;0;0;4;0;0;1.99;2.73;19;2;0;0;6;0;0;
13267;48.0831;7.0094;RCP8.5;H2;4;0;0;3;0;0;1.96;2.67;16;1;0;0;5;0;0;
13268;48.0788;7.1166;RCP8.5;H2;4;0;0;3;0;0;2.56;3.91;22;3;0;0;8;0;0;
13269;48.0744;7.2237;RCP8.5;H2;6;1;0;6;1;0;4.2;7.26;37;5;1;0;37;3;0;
13270;48.0698;7.3309;RCP8.5;H2;17;4;0;16;2;0;6.06;10.97;53;11;1;0;88;6;0;
13271;48.0652;7.438;RCP8.5;H2;38;6;0;28;3;0;5.81;10.47;53;12;1;0;76;6;0;
13272;48.0605;7.5451;RCP8.5;H2;33;5;0;28;3;0;5.82;10.48;53;12;1;0;76;6;0;
13379;48.2404;3.6826;RCP8.5;H2;35;6;1;31;5;0;5.86;10.14;50;14;2;0;65;4;0;
13380;48.2391;3.7903;RCP8.5;H2;32;6;1;31;5;1;5.77;9.95;49;13;2;0;63;4;0;
13381;48.2377;3.8979;RCP8.5;H2;32;6;1;30;5;1;5.62;9.79;47;12;2;0;55;3;0;
13382;48.2362;4.0056;RCP8.5;H2;28;5;1;28;5;1;6.27;11.06;49;13;2;0;81;5;0;
13383;48.2346;4.1132;RCP8.5;H2;40;7;1;33;6;1;6.49;11.44;51;14;3;0;87;6;0;
13384;48.233;4.2209;RCP8.5;H2;43;7;1;34;6;1;5.76;10.15;49;11;2;0;63;3;0;
13385;48.2312;4.3285;RCP8.5;H2;29;5;1;28;5;1;5.68;10;48;11;2;0;61;3;0;
13386;48.2293;4.4361;RCP8.5;H2;28;5;1;28;5;1;5.45;9.55;47;11;2;0;57;3;0;
13387;48.2274;4.5437;RCP8.5;H2;25;4;1;26;4;1;5.14;8.91;44;11;2;0;45;2;0;
13388;48.2253;4.6513;RCP8.5;H2;22;4;0;23;4;1;4.99;8.62;45;10;2;0;39;2;0;
13389;48.2231;4.7589;RCP8.5;H2;20;4;0;22;4;0;5.15;9.12;45;11;2;0;45;2;0;
13390;48.2209;4.8665;RCP8.5;H2;23;4;0;23;4;0;4.17;6.96;38;8;1;0;25;2;0;
13391;48.2185;4.9741;RCP8.5;H2;14;2;0;17;3;0;4;6.61;36;8;1;0;23;1;0;
13392;48.216;5.0817;RCP8.5;H2;13;2;0;16;3;0;4.24;7.08;39;9;1;0;30;2;0;
13393;48.2135;5.1892;RCP8.5;H2;14;2;0;17;3;0;4.19;7.09;39;9;1;0;29;1;0;
13394;48.2108;5.2968;RCP8.5;H2;15;2;0;17;3;0;4.14;6.97;38;8;1;0;28;1;0;
13395;48.2081;5.4043;RCP8.5;H2;14;2;0;16;2;0;3.92;6.57;35;8;1;0;25;1;0;
13396;48.2052;5.5119;RCP8.5;H2;13;2;0;15;2;0;4.43;7.84;38;8;1;0;31;1;0;
13397;48.2022;5.6194;RCP8.5;H2;15;2;0;18;3;0;4.61;8.19;39;8;1;0;33;1;0;
13398;48.1992;5.7269;RCP8.5;H2;17;3;0;18;3;1;4.66;8.2;42;11;2;0;31;0;0;
13399;48.196;5.8344;RCP8.5;H2;16;2;0;19;3;1;4.57;8.01;42;10;1;0;29;0;0;
13400;48.1928;5.9418;RCP8.5;H2;15;2;0;19;3;0;4.59;7.91;42;10;2;0;31;0;0;
13401;48.1894;6.0493;RCP8.5;H2;17;2;0;19;3;0;4.58;7.91;43;10;2;0;32;0;0;
13402;48.186;6.1568;RCP8.5;H2;16;2;0;19;3;0;4.77;8.25;45;11;2;0;35;1;0;
13403;48.1825;6.2642;RCP8.5;H2;18;2;0;21;3;1;4.24;7.34;43;8;1;0;18;0;0;
13404;48.1788;6.3716;RCP8.5;H2;11;1;0;17;2;0;4.01;6.96;40;6;1;0;15;0;0;
13405;48.1751;6.479;RCP8.5;H2;9;1;0;15;2;0;4.01;6.96;40;6;1;0;15;0;0;
13406;48.1712;6.5864;RCP8.5;H2;9;1;0;15;2;0;3.78;6.48;38;6;1;0;13;0;0;
13407;48.1673;6.6938;RCP8.5;H2;9;1;0;13;2;0;2.66;4.09;29;4;0;0;5;0;0;
13408;48.1633;6.8012;RCP8.5;H2;5;0;0;7;1;0;2.47;3.7;27;3;0;0;5;0;0;
13409;48.1591;6.9085;RCP8.5;H2;5;0;0;6;1;0;2.31;3.31;23;3;0;0;5;0;0;
